회사명,거래소코드,회계년도,[제조]   이자비용
(주)광성금속,048945,2015/12,160518
(주)광성금속,048945,2016/12,180842
(주)광성금속,048945,2017/12,317626
(주)광성정밀,059681,2009/12,313331
(주)광성정밀,059681,2010/12,305276
(주)광성정밀,059681,2011/12,368096
(주)광성정밀,059681,2012/12,312147
(주)광성정밀,059681,2013/12,277329
(주)광성정밀,059681,2014/12,240431
(주)광성정밀,059681,2015/12,187757
(주)광성정밀,059681,2016/12,164113
(주)광성정밀,059681,2017/12,152698
(주)광스틸,048770,2007/12,380162
(주)광스틸,048770,2008/12,451235
(주)광스틸,048770,2009/12,437151
(주)광스틸,048770,2010/12,419348
(주)광스틸,048770,2011/12,491261
(주)광스틸,048770,2012/12,489703
(주)광스틸,048770,2013/12,337383
(주)광스틸,048770,2014/12,257803
(주)광스틸,048770,2015/12,259395
(주)광스틸,048770,2016/12,327592
(주)광스틸,048770,2017/12,577286
(주)광천에스티,069730,2013/12,463815
(주)광천에스티,069730,2014/12,402252
(주)광천에스티,069730,2015/12,449821
(주)광천에스티,069730,2016/12,324718
(주)광천에스티,069730,2017/12,506709
(주)광호,013103,2001/12,594705
(주)광호산업,081930,2016/12,78809
(주)광호산업,081930,2017/12,103402
(주)국일,081925,2016/12,12699
(주)국일,081925,2017/12,39795
(주)국제금속,017508,2001/12,928045
(주)국제금속,017508,2002/12,795261
(주)국제금속,017508,2003/12,969893
(주)국제금속,017508,2004/12,1027864
(주)국제금속,017508,2005/12,645362
(주)국제금속,017508,2006/12,923350
(주)국제금속,017508,2007/12,1894953
(주)국제금속,017508,2008/12,2484585
(주)국제금속,017508,2009/12,2868240
(주)국제금속,017508,2010/12,2832330
(주)국제금속,017508,2011/12,3605856
(주)국제금속,017508,2012/12,3275383
(주)국제금속,067762,2012/12,188319
(주)국제금속,067762,2013/12,416562
(주)국제금속,067762,2014/12,579062
(주)국제금속,067762,2015/12,518600
(주)국제금속,067762,2016/12,527046
(주)국제금속,067762,2017/12,523217
(주)국제기업,026258,2001/12,315543
(주)국제기업,026258,2002/12,247464
(주)국제기업,026258,2003/12,216652
(주)국제기업,026258,2004/12,232315
(주)국제기업,026258,2005/12,227810
(주)국제기업,026258,2006/12,304076
(주)국제기업,026258,2007/12,422374
(주)국제기업,026258,2008/12,595075
(주)국제기업,026258,2009/12,605820
(주)국제기업,026258,2010/12,534921
(주)국제에스티,059496,2009/12,354098
(주)국제에스티,059496,2010/12,497609
(주)국제에스티,059496,2011/12,546621
(주)국제에스티,059496,2012/12,535485
(주)국제에스티,059496,2013/12,454112
(주)국제에스티,059496,2014/12,386571
(주)국제에스티,059496,2015/12,331346
(주)국제에스티,059496,2016/12,252185
(주)국제에스티,059496,2017/12,290434
(주)굿모닝테크,072548,2014/12,168636
(주)굿모닝테크,072548,2015/12,269845
(주)굿모닝테크,072548,2016/12,237735
(주)굿모닝테크,072548,2017/12,215607
(주)그라스텍,028369,2001/12,64119
(주)그라스텍,028369,2002/12,93928
(주)그라스텍,028369,2003/12,69383
